text,star
"영화 리뷰 잘 안보고 내가 보고싶으면 보고 안보고싶으면 주변에서 재밌다고해도 안보는 편인데,, 이건 진짜로 너무 재밌고 추천하고싶어서 리뷰쓰러왔다ㅠㅠ 다들 강추합니다 2시간동안 시간가는 줄 모르고 웃으면서 봅니다",1
스포없이 암생각없이 봤는데도그웃김. 배아픔. 스트레스해소 쵝오,1
한없이 계속 웃고나왔네요~,1
생각없이 보기 좋고 모난점 없어서 10점 드립니다 돈이 아깝지는 않음,1
치킨 홍보 영화인줄 알았습니다,0
두번봤는데 또보고싶어요,1
배우들 시나리오 굿굿진선규의 범죄도시에 이은 재발견,1
연기도 다 잘하고 예상을 넘는 전개와 코믹적이라 보는내내 진짜재밌게 봤습니다!!,1
이쯤되면 사람의 깊이가 의심스러움. 강동원은 그냥 능글연기하나만 잘하는것 같음. 우는것도 웃는것같음. 이쯤되면 '사람의 깊이'가 의심스럽다,0
생각보다 너무 재미있었어요.제가 영화관에서 영화를 보고있다는 것도 까먹을만큼 재미있었네요!특히 진선규 배우님 연기 너무 잘해요 ㅠㅠ 넘 웃겨요!!처음부터 끝까지 재밌습니당!!,1
내용은 그렇고...아무생각  없이 보면 됨...,0
이걸 10점을 주는 인간은 둘중에 하나다. 1. 그냥 특정 배우가 좋아서 팬심으로 10점 줬다. 2. 돈 받고 좋은 평점 써주는 알바다. 문화의 날이라 5천원 주고 본거 아니었으면 감독한테 항의 메일 썼다.,0
진짜 ㅋㅋㅋ 우선 배우들이 다 연기를 너무 잘하고 대사도 너무 웃기고 ㅋㅋ 보는 내내 웃었다. 이거 천만 넘으면 한국영화 최초로 순수코미디가 천만 넘는거임. 악역으로 신하균 등장할때 부터 아 이건 진짜 끝났다. 연기 장난아니네 싶음ㅠㅠ,1
예고편이 전부임..ㅋㅋ 크게 기대는 하지마시라,1
진선규님의 새로운 연기가 가장 인상 깊었고되게 오랜만에 류승룡씨의 코믹 연기도 명불허전이었습니다. 기대한 대로 말을 갖고 노는 이병헌 감독님의 특유의 화법 뒤로 갈수록 살짝 루즈해지는 느낌은 있지만 배우분들 연기에 유쾌했던 시간이었습니다.,1
할많하않 ...휴..,0
진짜 재밌어서 웃음이나와요! 킬링포인트가 영화 중간중간마다나와서 전혀 질릴틈이 없어요.,1
개재밋엇ㅇ‥ㅁㅇㅇ강추,1
아무생각없이 보기에는 정말 좋은 영화입니다,1
그냥 마음 편하게 웃으며 보세요.특별히 잔인한 장면도 없고 스토리도 참신해서 볼만 합니다.그 누구와 봐도 스트레스 해소될 만큼 웃을 수 있는 영화입니다.추천합니다.,1
"용두사미, 거대한 세계관 속 쥐어짜내는 멜로영화.",0
역시 이병헌 감독님은 천재다...,1
진짜 졸려 죽는줄 뭐가 재밌다는겨...,0
진짜 너무 재밌었어요ㅠㅠ,1
시작부터 끝날때까지 웃고 나온영화입니다~,1
걍 개꿀잼 아닥하고 보세요 ㄹㅇ,1
기분전환에 좋은 영화같아요,1
오랜만에 영화보고 깔깔웃엇움 존쟘!!,1
10점 짜리는 아니지만 정말 웃고싶엏기때문에 드립니다.,1
정말 오랜만에 계속 깔깔대면서 영화본 것 같다 코미디 영화보고 쉼없이 웃어본게 진짜 오랜만인듯,1
가족들과 진짜 재밌게 봤어요~~~,1
많이 웃은것같음!!!! 다행이다,1
충분함 재미있드아ㅋ 보삼,1
아주 재밌네요. 정말정말 재밌었어요! 대학생 엄마아빠 할아버지 할머니 다같이 봣는데 다같이 재밋게 봣어요,1
킬링타임용으로 이보다 좋을수 없다.  그리고 진선규씨 코미디 연기도 너무 잘하심 류승룡씨는 이런 역할은 그냥 어울림 나머지 배우분들도 적재 적소에서 웃음을 주는 즐거운 영화. 단 우리나라 영화는 왜 이렇게 욕이 많은지 ..,1
코미디 영화보고 잘 안웃는 편인데 이 영화는 웃긴 장면이 많더군요. 배우들 연기도 좋고 억지 웃음 유발이 아니라 즐겁게 관람했습니다.,1
역시 이병헌 갓병헌!!!실망시키지않으시네요!!처음부터 끝날때까지 웃었습니다ㅋㅋㅋ힐링 제대로 하고 갑니다영화출연진들의 명품연기까지 !!정말 재밋게 봤어요!!,1
너무너무 재밌었어요! 액션도 고퀄!,1
코믹답게 엄청 웃었고 재밌었습니당,1
개노잼...개연성도 없고 뜬금없는 멜로에 액션도 별로 전체적으로 이쁜쓰레기,0
평점이 5.36이네요~;; 정말 관객분들 천사 인정~!!,0
통일 어쩌구 거창하게 시작하나! 아무런 상관없음 어이없음,0
재미있네요~ 잘봤습니다~,1
갑옷만 잇으면 너도 오늘부터 인랑!,0
이거 볼 시간에 화장실에서 똥이나 싸세요,0
부담없이 재미있게 즐길수 있는 영화였습니다.,1
재밌습니다!! 믿고 보는 류승룡씨 ^^,1
전 치킨치킨 그러길래 치킨만드는 셰프영화인줄알고 봤다가 엄청 웃고 나왔네요.욕만좀덜나왔음 더좋았을듯요. 초등 아이들과보기엔 욕이 좀거슬린다는 신랑 말씀.. ^^,1
여기 알바 왜케 많냐?ㅠㅠ,0
진짜웃김ㅋㅎ류승룡넘웃겨여최근에 본거중제일재밋음ㅋ영화내내 쉴새없이웃고있는 자신을발견하게됨갑자기 통닭먹고싶네ㅋㅋ,1
자연스러운 웃음보다 억지로 웃길려고 하는 영화. 청년경찰. 킬러의 보디가드 느낌. 주말에 오랜만의 데이트였으나 딱히 볼건없고 그냥 생각없이 볼려고 본 그저그런 영화. 그냥 생각않하고 웃길려는 설정에 잘 웃는편이다라면 추천. 이하늬 연기는 좋았음.,1
십점만점에 백점드립니다. 아주 불편한거 없이 깔끔하게 웃겨요! ㅋㅋ,1
진정 웃고 싶은자 꼭 보라,1
0점은 왜 안되는거냐 1점을 줘야하다니,0
재밌네여 ㅋㅋㅋㅋ부모님이랑 같이 봤어요,1
ㄹㅇ 기대없다가본 띵작!!,1
다 연기 넘 잘한닼 엄청 웃겼어욬 좋은영화였습니다 제작해주셔서 감사합니다,1
두시간동안 끊임없이 웃은것 같습니다다시 봐도 재밌을 것같은 영화에요여험요소가 많이 없어 좋은것 같았고킬링용으로 보기좋았습니다 잘만드신 작품이에요가족들이랑도 보기좋을 것 같습니다,1
중간중간 개그욕심에 무리수는 있었지만 전체적으로 잼났으,1
재미없다 진짜 이게 왜 인기지 ? ..,0
졸잼!!!꿀쨈!!!!,1
가볍게볼수있는 영화영화네요.재밌어요,1
초반에.막 웃겼는데 치킨장사할땐 .. 쫌 내가 서민갑부를 보나..하며 지루하기도 했어요 그래도 깨알같이 계속 잔잔하게.웃음이나오네요 재미있어요,0
말할거 없이 10점만점에 10점!부담없고 머리아프지않게 편하게 웃다 시간가는줄 모름!!너무재미있어요!!,1
웃겨죽어욤 진짜 재밌어요 ^~^,1
진짜 왠만하면 영화는 다 재밌게 보는 개눈깔 발가락에 달고 다니는 수준인데 진짜 이건 ㅅㅂ,0
오랜만에 유쾌하게 즐겼네요,1
숨 쉬는 소리가 강렬한 영화!,1
정말 줄거리가 없는 최악의 영화..,0
no just no. no.,0
안타깝지만 희대의 망작이 나온듯... 스토리도 넘 진부하고 액션도 둔하고 또 뻔하고 개연성도 없고 공감도 안가고 ... 보고 나오는 사람들 반응도 영 아니다라는....날도 더운데 신중히 판단하세요~ㅋ,0
정말 재밌게보고왔습니다. 얼른 보러 가세요!!,1
이 영화는 실력에 비해 과대평가가 심했던 인간들을 한곳에 모아놓고 거품을 붕괴시키듯이 몰락한 영화인듯. 화면빨 분위기빨로 과대평가 받았지만 배우들 역량으로 커버해왔던 감독이. 연기못하는데 이미지빨 외모빨-것도 이제 늙어서 안통하는 배우3명과 만나서망함,0
레알 존잼 안보면 후회한다,1
재미있어요:):):):):):),1
액션씬이 오히려 지루하다! 마지막 감독 이름마저 웃기게 느껴지는 약빤 직업 체험! 예고편 보지 말자!,1
스토리가 안됩니다어색한 한효주 대사너무 해요,0
재미있습니당 당당당다앋아다유어모아나뮤아무어르러어앙,1
강동원 구경 뭔가 1인 히어로물,1
진짜 끝날때까지 웃다가 나왔어요 ㅎㅎㅎ 대박,1
너무너무재밌어요짱짱,1
쓰레기 쓰레기 쓰레기  쓰레기,0
악역들이 너무 지능이 낮아서 긴장감이 하나도 없어 너무 졸렸다,0
아빠는 재미없고 엄마랑 아들은 재밌게 봤어요ㅋㅋ,1
김무열민호 붙은 씬 인상적이고 좋았음 연기가 아주 굳,1
너무 재미있게 봤어요.,1
너무 재밌어요. 부분적으로만 터지느것이 아니라 상영111분 내내 웃었어요. 오랜만에 아무생각없이 웃으면서 보낼 수 있는 시간들이였던것 같아요. 웃게해줘서 감사합니다~,1
"개노잼이라고 주변에서 난리...지들이 본거 억울하다며 니들도 보고 함 당해보라고 추천하던데 ㅋㅋ 아프리카 비제이들,채팅창에서 욕 장난 아님 ㅋㅋ",0
우린 망작 탈을 쓴 띵작이 아니라 띵작 탈을 쓴 망작이야,0
재밌아여 꼭 보세요~~,1
절라게 잼씁니다 그냥 봐도 후회안함ㅋㅋㅋ,1
한효주.  비호감 비호감 비호감 비호감,0
늑대닦이 확정. 오랫만에 반지닦이보다 쓰레기같은거 한번 구경한다.,0
재밌게  잘봤습니다! !,1
호불호가 갈리는 코미디.. 개그코드가 나랑은 전혀 다름.. 재밋게 본 사람들도 있어 보이나 대부분 초딩들이 많음.. 설정된 유치한 억지 코미디가 결국 나의 마음을 열지 못해 정색하다가 잠듬..연기는 다들 잘하더라...,0
괜찮긴한데 약간 어거지 웃음도 있음 평점 8점대가 적당할 거라 판단되어서 6점 드림,1
"상재야, 보고 있니? 이건 너 때문에 주는 평점이야.",0
잼나요..하늬님 멋있어~,1
진짜 쉴새없이 웃었네요! 아무런 걱정없이 웃을 수 있게 만들어준 영화,1
신파 없는 점만으로 높게 평가 가능,1
짱이네요. 너무 웃겨서 눈물이 났네요간만에 재밌는영화를 봤어요^^,1
"두 번 봤는데도 존잼. 특히 초반에 ""스쿨버스 아니라서 덜 쪽팔린다.""는 대사 등 중간중간 지나치는 대사도 신경 쓴 완성도 높은 영화란 걸 알 수 있었다. 처음엔 그냥 존잼 영화라고만 생각함.",1
그냥 영화 이제 또 개봉하게 된다면 고민을 좀 크게 가져야할것만 같지만 인간은 같은 실수를 반복하고 난또 그영화를 보겠지....,0
오랜만에 쉽게 웃을 수 있는 영화 하지만 먼가 약간 가벼움 ^^,1
재미 있게 봤어요 특히  아이들이 좋아하내요,1
이런 내용의 원작을 영화화 한건 박수.but캐스팅 미스에 그놈에 사골같은 남북한 대입그지같은멜로 끼워넣기.원작의 분위기는 씹어먹고한국식 드라마 같은 각색.,0
간만에 시원하게 웃었네요,1
사실상 김무열이 주인공임 강동원은 깡통만쓰고 잘 안나옴,0
좋아하는 장르가 아니라 기대하지 않고 봤는데 액션도 너무 멋있고 좋았다 비주얼도 완벽 그 자체 배우들도 감독님도 역시 믿고본다. 스토리면에서 아쉬운 부분은 있지만 그래도 재밌었다. 최소 절대 리얼 급은 아님...,1
또 북한을 미회하는 영화 넘쳐나네?강철비?진짜 북한이 그렇게좋냐??정권이 좌파라서?,0
배우 연기도 잘하고 스토리도 좋은데 벌써 웃으라고 노래깔고 슬로우모션 거는 감독의 연출력 별로.,0
존잼!!!! 진짜 재밌어요 ㅋㅋ ㅋ,1
넘잼따ㅠㅠㅠ진선규연기넘잘래요,1
와 최고네 ㅋ 오랜만에 정말웃긴영화봤다 ㅋ,1
2시간의 러닝타임이 지루하지않은 한국영화 정말 오랜만이었어요 정말 재미있게 봤습니다,1
그냥 김무열이 멋있고.. 김무열밖에 기억안나네요,1
짧은연휴 긴  즐거움으로 남을 영화~♡,1
하하하 웃을수있는영화 그냥 웃고 즐겼어요,1
오랜만에 본 한국영화인데 정말 넘 재미있게 봤어요,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
지금까지 이런맛은 없었다~갈비인가 통닭인가 수원왕갈비통닭입니다~~~이 대사가 귓가에 맴도네요ㅎㅎㅎ 유쾌상쾌통쾌!!!  많이 웃을 수있어서 최고,1
"걍 이돈으로 찜질방이나 가는게 핵이득,,,",0
확실하게 웃겼던 영화~,1
회사 후배가 시간이 안된다고 영화표 주길래 봤는데 후배놈이 절 맥일라고 한거였군요,0
뭐야.. 완전 개꿀잼이잖아..,1
그냥 ebs  보는게 더 재밌다.,0
인천 사람들은 알거야 동인천 배다리 라는것을ㅋㅋㅋㅋ,1
정말 간만에 재밌게 봤습니다,1
꿀잼입니다!!ㅎ지루하지도 않고 몰입도 잘 되네요ㅎㅎ,1
배우 연기 내용 다 깔끔하고 대만족오랜만에 이런영화나와서 좋아요ㅠㅠ이병헌감독영화 믿고봅니다ㅠㅠ,1
류승룡 신하균 둘다이번엔 성공 ㅠㅠㅜㅜ,1
재밌네여 각 캐릭터가 욱기네여,1
.ㆍ.ㅡㄷㄱ.ㅅㄱㅂㅈ,0
엄청 기대하고 가서 그런지 그저 그랬지만 아무생각없이 웃고싶을때 보면 좋을 영화같음,1
영화 끝날때까지 웃으며 봤네요너무 재밌게 봤어요폭력적인 영화 싫어하는데 너무 과하지도 않고아뭏든 재밌어요,1
약간 유치했지만 재미있었음,1
지금까지 이런영화는 없었다..,1
"...??보는 내내 재미를 느낄 수 없었고, 끝나고서고 그래서 무슨 내용인거지? 싶은 당혹감만 느꼈다. 개연성이 부족하다.",0
핵존잼저는재밋엇네요,1
그냥 너무재밌었어요 극한직업,1
재미없어서 당황..너무 기대하고 봐서 그런가?기대없이 보기에는 무난한 영화지만 좋은 영화라고는 못하겠음,1
가족과 재밌게 봤네요. 간만에 실컷 웃음,1
니들 원작 안봤지? 그러니 이런 걸 보고 있지....ㅉㅉㅉ 난 이걸 제작 하겠다고 투자한 투자사들에게 의구심이들어 왜??? 하필 이걸??? 투자 해야만 했니??? 원작 봤을거 아냐!,0
간만에 재미있게 잘 보았습니다,1
1분에 한 번씩 웃게해준 영화,1
진짜 국내영화중 제일 재밌었다,1
웃음 가득한 영화였습니다~,1
"류승룡,진서규님의 연기가 돗보이는 영화였습니다. 재미있게 보았습니다^^",1
재미있고 마지막에 멋있는 장면도 있고 킬링타임용으로 좋은 영화네요.,1
공짜로 보여준다해도 두번은 안봄,0
내가 감독해도 이거보다는 잘찍을 자신있다,0
진짜 댓글대로 스토리 뭔지 하나도 모르겠거든? 근데 액션 앵간하고 중간에 멜로 없다면 더 괜찮았을듯 강동원이 그냥 주연임 존잘 그자체 (워낙 기대 안하고 봐서 그런지 막판에는 좀 재미있었음),1
오랜만에 재밌는영화 봤네요^^,1
"삼류코미디에나 나올법한 개그, 투머치한 오버스러움, 그런데도 쓰레기영화가 아니다..",1
재밌어요~하루종일 웃었음,1
편하게 웃고 즐기기에 좋았어요!! 가면 갈 수록 웃기고 개그코드가 맞아서 그런지 계속 웃었네요!,1
욕쳐하는건 15세 등급이고 성인물은 다 막아버리고 ㅋㅋㅋ 희안한 나라 ~~,0
완전재밌어요 하루종일 배꼽잡았습니다,1
핵꿀잼 ㅜㅜ 넘 웃겨서  안면 마비오고골이 흔들려서 어지럽고 토할것 같아요,1
이거볼만한가....,1
그냥좀  웃겼던 영화   수원통닭 은  맛없어요 개인적  생각^^,1
평점 처음 남기는데 또 보고 싶어요!!! 정말 실컷 웃다 나왔습니다ㅋㅋㅋ마약반 형사들 다 죠음♡,1
처음부터 끝까지 웃깁니다액션도 신경많이썼음,1
